show_id,title,description,listed_in,rating,content,profile,release_year
s8105,Strike a Pose,"A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare.""","Documentaries, International Movies, LGBTQ Movies",TV-MA,"A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare."" Documentaries, International Movies, LGBTQ Movies",0,2016
s8106,Stripes,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.","Classic Movies, Comedies, Cult Movies",R,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too. Classic Movies, Comedies, Cult Movies",1,1981
s8107,Striptease,A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.,"Comedies, Dramas",R,"A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her. Comedies, Dramas",1,1996
s8108,Strong Girl Bong-soon,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.","Crime TV Shows, International TV Shows, Korean TV Shows",TV-14,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush. Crime TV Shows, International TV Shows, Korean TV Shows",2,2017
s8109,Stronger Than the World,"After a tough upbringing, natural-born fighter JosÃ© Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic.","Action & Adventure, Dramas, International Movies",NR,"After a tough upbringing, natural-born fighter JosÃ© Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic. Action & Adventure, Dramas, International Movies",3,2016
s8110,Strongland,"From Spain's countryside to Scotland's stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions.","Docuseries, International TV Shows",TV-PG,"From Spain's countryside to Scotland's stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions. Docuseries, International TV Shows",0,2018
s8111,Stuart Little 2,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.","Children & Family Movies, Comedies",PG,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster. Children & Family Movies, Comedies",0,2002
s8112,Submission,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.","Action & Adventure, Dramas",TV-MA,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await. Action & Adventure, Dramas",3,2019
s8113,Suburra,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,"Dramas, International Movies, Thrillers",NR,"A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale. Dramas, International Movies, Thrillers",1,2015
s8114,Suckseed,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.","Comedies, International Movies, Music & Musicals",TV-MA,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group. Comedies, International Movies, Music & Musicals",4,2011
s8115,Sudani from Nigeria,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences.","Comedies, Dramas, International Movies",TV-14,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences. Comedies, Dramas, International Movies",1,2018
s8116,Suicide (Hitabdut),"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret.","International Movies, Thrillers",TV-MA,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret. International Movies, Thrillers",1,2014
s8117,Suite FranÃ§aise,"Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home.","Dramas, International Movies, Romantic Movies",TV-MA,"Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home. Dramas, International Movies, Romantic Movies",1,2014
s8118,Suits,A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,"International TV Shows, Korean TV Shows, TV Comedies",TV-MA,"A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases. International TV Shows, Korean TV Shows, TV Comedies",2,2018
s8119,Summer Night,A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.,"Comedies, Dramas, Romantic Movies",TV-MA,"A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole. Comedies, Dramas, Romantic Movies",1,2019
s8120,Summer of '92,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape.","Dramas, International Movies, Sports Movies",TV-MA,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape. Dramas, International Movies, Sports Movies",1,2015
s8121,Sunrise,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter.","Dramas, Independent Movies, International Movies",TV-MA,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter. Dramas, Independent Movies, International Movies",1,2014
s8122,Super Bheem,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe.",Kids' TV,TV-Y,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe. Kids' TV",0,2019
s8123,Super Bheem Bana Vajraveer,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. Itâs up to Bheem and the gang to foil his plan and save the kingdom!",Children & Family Movies,TV-Y7,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. Itâs up to Bheem and the gang to foil his plan and save the kingdom! Children & Family Movies",0,2018
s8124,Super Dark Times,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.","Dramas, Independent Movies, Thrillers",TV-MA,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable. Dramas, Independent Movies, Thrillers",1,2017
s8125,Super Nani,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential.","Comedies, Dramas, International Movies",TV-PG,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential. Comedies, Dramas, International Movies",1,2014
s8126,Super Wings,A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.,"Kids' TV, Korean TV Shows",TV-Y,"A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe. Kids' TV, Korean TV Shows",2,2020
s8127,Superbad,"Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures.","Comedies, Cult Movies",R,"Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures. Comedies, Cult Movies",0,2007
s8128,Superfly,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over.","Action & Adventure, Classic Movies, Dramas",R,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over. Action & Adventure, Classic Movies, Dramas",3,1972
s8129,Superman Returns,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.","Action & Adventure, Sci-Fi & Fantasy",PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world. Action & Adventure, Sci-Fi & Fantasy",3,2006
s8130,SuperNature: Wild Flyers,This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.,"British TV Shows, Docuseries, Science & Nature TV",TV-PG,"This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies. British TV Shows, Docuseries, Science & Nature TV",2,2016
s8131,Superstar,A socially awkward Catholic schoolgirl vows to win a dreamy classmateâs affections by taking first prize at an upcoming talent show.,Comedies,PG-13,A socially awkward Catholic schoolgirl vows to win a dreamy classmateâs affections by taking first prize at an upcoming talent show. Comedies,0,1999
s8132,Surat Dari Praha,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.","Dramas, International Movies, Romantic Movies",TV-14,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man. Dramas, International Movies, Romantic Movies",1,2016
s8133,Surviving R. Kelly Part II: The Reckoning,"As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries.","Crime TV Shows, Docuseries",TV-MA,"As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries. Crime TV Shows, Docuseries",2,2020
s8134,Survivors Guide to Prison,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated.",Documentaries,TV-MA,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated. Documentaries",0,2017
s8135,Susanne Bartsch: On Top,"Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist.","Documentaries, LGBTQ Movies",TV-MA,"Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist. Documentaries, LGBTQ Movies",0,2017
s8136,Sustainable,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future.",Documentaries,TV-G,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future. Documentaries",0,2016
s8137,Swami,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice.","Dramas, Independent Movies, International Movies",TV-PG,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice. Dramas, Independent Movies, International Movies",1,1977
s8138,Swami Baba Ramdev: The Untold Story,"Born into poverty and denied an education, a village boy overcomes societyâs obstacles to become Indiaâs foremost spiritual guru, revered by millions.","International TV Shows, TV Dramas",TV-14,"Born into poverty and denied an education, a village boy overcomes societyâs obstacles to become Indiaâs foremost spiritual guru, revered by millions. International TV Shows, TV Dramas",2,2018
s8139,Sweeney Todd: The Demon Barber of Fleet Street,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London.","Dramas, Horror Movies, Music & Musicals",R,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London. Dramas, Horror Movies, Music & Musicals",4,2007
s8140,Sweet Virginia,"In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation.","Dramas, Independent Movies, Thrillers",R,"In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation. Dramas, Independent Movies, Thrillers",1,2017
s8141,Swiss Army Man,A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to â and a newfound reason to live.,"Comedies, Dramas, Independent Movies",R,"A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to â and a newfound reason to live. Comedies, Dramas, Independent Movies",1,2016
s8142,Sword Master,"Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events.","Action & Adventure, Dramas, International Movies",TV-MA,"Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events. Action & Adventure, Dramas, International Movies",3,2016
s8143,Sword Masters: Two Champions of Shaolin,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter.","Action & Adventure, International Movies",R,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter. Action & Adventure, International Movies",3,1980
s8144,Sym-Bionic Titan,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.",Kids' TV,TV-PG,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot. Kids' TV",0,2010
s8145,Taal,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.","Dramas, International Movies, Music & Musicals",TV-PG,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in. Dramas, International Movies, Music & Musicals",4,1999
s8146,Tahaan,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.","Dramas, International Movies",TV-14,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet. Dramas, International Movies",1,2008
s8147,Take Me Home Tonight,"Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life.","Comedies, Romantic Movies",R,"Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life. Comedies, Romantic Movies",1,2011
s8148,Taken,"After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.","Crime TV Shows, TV Action & Adventure, TV Thrillers",TV-14,"After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative. Crime TV Shows, TV Action & Adventure, TV Thrillers",2,2018
s8149,Tales of the City (1993),"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.",TV Dramas,TV-MA,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane. TV Dramas",0,1993
s8150,Tamanchey,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.,"Action & Adventure, International Movies, Romantic Movies",TV-MA,"A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency. Action & Adventure, International Movies, Romantic Movies",3,2014
s8151,Tarif de nuit,"A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare.","International Movies, Thrillers",TV-MA,"A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare. International Movies, Thrillers",1,2015
s8152,Tarzan,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle.",Children & Family Movies,G,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle. Children & Family Movies",0,1999
s8153,Tarzan 2,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.,Children & Family Movies,G,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child. Children & Family Movies,0,2005
s8154,Tattah,A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.,"Comedies, International Movies",TV-14,"A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped. Comedies, International Movies",1,2013
s8155,Tayo the Little Bus Movie: Mission Ace,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away.",Children & Family Movies,TV-Y7,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away. Children & Family Movies",0,2016
s8156,Teach Us All,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that.",Documentaries,TV-14,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that. Documentaries",0,2017
s8157,Teen Patti,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai.","Dramas, International Movies, Thrillers",TV-PG,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai. Dramas, International Movies, Thrillers",1,2010
s8158,Teenage Cocktail,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man.","Dramas, Independent Movies, LGBTQ Movies",TV-MA,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man. Dramas, Independent Movies, LGBTQ Movies",1,2016
s8159,Teenage Mutant Ninja Turtles,"In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York.","Children & Family Movies, Comedies",PG,"In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York. Children & Family Movies, Comedies",0,2007
s8160,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.","Children & Family Movies, Comedies",PG,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants. Children & Family Movies, Comedies",0,1991
s8161,Teenage Mutant Ninja Turtles: The Movie,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.","Action & Adventure, Comedies",PG,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it. Action & Adventure, Comedies",3,1990
s8162,Tees Maar Khan,A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.,"Comedies, International Movies, Music & Musicals",TV-PG,"A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train. Comedies, International Movies, Music & Musicals",4,2010
s8163,Tellur Aliens,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.,Children & Family Movies,TV-Y7,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe. Children & Family Movies,0,2016
s8164,Temporada de Caza,Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.,"Dramas, International Movies",TV-MA,"Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia. Dramas, International Movies",1,2017
s8165,Ten Years,"Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule.","Dramas, Independent Movies, International Movies",TV-MA,"Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule. Dramas, Independent Movies, International Movies",1,2015
s8166,Teresa,"We all want so much more than we have, but how far are we willing to go to get it?","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV-PG,"We all want so much more than we have, but how far are we willing to go to get it? International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2,2010
s8167,Terminator 3: Rise of the Machines,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.","Action & Adventure, Sci-Fi & Fantasy",R,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Action & Adventure, Sci-Fi & Fantasy",3,2003
s8168,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots.","Action & Adventure, Sci-Fi & Fantasy",PG-13,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots. Action & Adventure, Sci-Fi & Fantasy",3,2009
s8169,Terra,This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.,"Documentaries, International Movies",TV-PG,"This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature. Documentaries, International Movies",0,2015
s8170,Terrifier,"On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence.","Horror Movies, Independent Movies, Thrillers",TV-MA,"On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence. Horror Movies, Independent Movies, Thrillers",1,2017
s8171,Teshan,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.,"Comedies, International Movies, Romantic Movies",TV-PG,"New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas. Comedies, International Movies, Romantic Movies",1,2016
s8172,Tezz,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.,"Action & Adventure, International Movies, Music & Musicals",TV-MA,"This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him. Action & Adventure, International Movies, Music & Musicals",4,2012
s8173,Th Eena Meena Deeka Chase Comedy Show,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.","Kids' TV, TV Comedies",TV-Y7,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series. Kids' TV, TV Comedies",0,2015
s8174,Thackeray,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.",TV Shows,TV-MA,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray. TV Shows",0,2019
s8175,That '70s Show,"Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of '70s culture.",TV Comedies,TV-14,"Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of '70s culture. TV Comedies",0,2005
s8176,The 2000s,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.",Docuseries,TV-MA,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade. Docuseries",0,2018
s8177,The 24 Hour War,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,"Documentaries, Sports Movies",TV-MA,"An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history. Documentaries, Sports Movies",0,2016
s8178,The 4th Company,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.","Action & Adventure, Dramas, International Movies",TV-MA,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration. Action & Adventure, Dramas, International Movies",3,2016
s8179,The Accountant of Auschwitz,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz.","Documentaries, International Movies",TV-14,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz. Documentaries, International Movies",0,2018
s8180,The Adderall Diaries,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,"Dramas, Thrillers",R,"Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book. Dramas, Thrillers",1,2015
s8181,The Adjusters,"An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him.","International TV Shows, TV Dramas",TV-PG,"An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him. International TV Shows, TV Dramas",2,2010
s8182,The Adventure Club,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure.",Children & Family Movies,TV-Y7,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure. Children & Family Movies",0,2016
s8183,The Adventures of Figaro Pho,"Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them.","Kids' TV, TV Comedies",TV-Y7,"Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them. Kids' TV, TV Comedies",0,2015
s8184,The Adventures of Sharkboy and Lavagirl,A 10-year-old dreamer's imaginary friends â mighty Sharkboy and fire-producing Lavagirl â come to life to seek his help battling a nefarious baddie.,Children & Family Movies,PG,A 10-year-old dreamer's imaginary friends â mighty Sharkboy and fire-producing Lavagirl â come to life to seek his help battling a nefarious baddie. Children & Family Movies,0,2005
s8185,The Adventures of Tintin,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy.",Children & Family Movies,PG,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy. Children & Family Movies",0,2011
s8186,The Aerial,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change.","Dramas, International Movies, Sci-Fi & Fantasy",TV-MA,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change. Dramas, International Movies, Sci-Fi & Fantasy",0,2007
s8187,The Age of Shadows,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives.","Action & Adventure, Dramas, International Movies",TV-MA,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives. Action & Adventure, Dramas, International Movies",3,2016
s8188,The American President,The widowed president strikes up a romance with a beautiful Washington lobbyist â but can the couple keep their private and political lives separate?,"Comedies, Dramas, Romantic Movies",PG-13,"The widowed president strikes up a romance with a beautiful Washington lobbyist â but can the couple keep their private and political lives separate? Comedies, Dramas, Romantic Movies",1,1995
s8189,The Amityville Horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.",Horror Movies,R,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons. Horror Movies",1,2005
s8190,The Andy Griffith Show,"Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.","Classic & Cult TV, TV Comedies",TV-G,"Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters. Classic & Cult TV, TV Comedies",0,1967
s8191,The Angry Birds Movie 2,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe thatâs threatening all of their homes.,"Children & Family Movies, Comedies",PG,"Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe thatâs threatening all of their homes. Children & Family Movies, Comedies",0,2019
s8192,The Animal People,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.,Documentaries,TV-MA,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement. Documentaries,0,2019
s8193,The Ant's Scream,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution.","Comedies, Dramas, International Movies",TV-14,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution. Comedies, Dramas, International Movies",1,2010
s8194,The Apartment,"With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.","International TV Shows, Reality TV",TV-PG,"With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie. International TV Shows, Reality TV",2,2014
s8195,The Apostate,A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,"Comedies, Dramas, International Movies",TV-MA,"A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts. Comedies, Dramas, International Movies",1,2015
